
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell:   16   3000.00      0.00   -246.24   26    0   17   15  wall wall wall wall
Object:   OBJ00069     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00070     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00071     16      d3s    10.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00072     16      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00073     16      d3t    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00074     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00075     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00076     16      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00077     16      d3s    10.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00078     16      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00079     16      dBs    50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00080     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00081     16      drm   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00082     16      V3m   -50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00083     16      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00084     16      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00085     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00086     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00087     16      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00088     16      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00089     16      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00090     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00091     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00092     16      V3m    10.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00093     16      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00094     16      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00095     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00096     16      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00097     16      Vrt    10.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00098     16      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00099     16      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00100     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00101     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00102     16      Vrt    10.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00103     16      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00104     16      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00105     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00106     16      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00107     16      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00108     16      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00109     16      V3m    10.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00110     16      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00111     16      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00112     16      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00113     16      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00114     16      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00115     16      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00116     16      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00117     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00118     16      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00119     16      dBs    10.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00120     16      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00121     16      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00122     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00123     16      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00124     16      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00125     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00126     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00127     16      Vrs    10.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00128     16      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00129     16      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00130     16      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00131     16      VBs    50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00132     16      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00133     16      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00134     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00135     16      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00136     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00137     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00138     16      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00139     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00140     16      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00141     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00142     16      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00143     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00144     16      VBt    10.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00145     16      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00146     16      drt   -50.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00147     16      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00148     16      dBs    50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00149     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00150     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00151     16      Vrs    10.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00152     16      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00153     16      Vrt    10.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00154     16      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00155     16      c3m    10.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00156     16      dBs    50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00157     16      dBt    10.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00158     16      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00159     16      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00160     16      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00161     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00162     16      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00163     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00164     16      dBs    10.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00165     16      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00166     16      d3t   -50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00167     16      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00168     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00169     16      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00170     16      V3s    10.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00171     16      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00172     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00173     16      VBt    10.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00174     16      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00175     16      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00176     16      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00177     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00178     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00179     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00180     16      V3m    10.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00181     16      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00182     16      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00183     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00184     16      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00185     16      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00186     16      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00187     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00188     16      V3t   -50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00189     16      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00190     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00191     16      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00192     16      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00193     16      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00194     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00195     16      V3s    10.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00196     16      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00197     16      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00198     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00199     16      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00200     16      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00201     16      drt   -50.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00202     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00203     16      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00204     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00205     16      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00206     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00207     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00208     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00209     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00210     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00211     16      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00212     16      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00213     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00214     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00215     16      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00216     16      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00217     16      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00218     16      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00219     16      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00220     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00221     16      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00222     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00223     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00224     16      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00225     16      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00226     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00227     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00228     16      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00229     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00230     16      d3t    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00231     16      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00232     16      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00233     16      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00234     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00235     16      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00236     16      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00237     16      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00238     16      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00239     16      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00240     16      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00241     16      d3t    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00242     16      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00243     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00244     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00245     16      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00246     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00247     16      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00248     16      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00249     16      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00250     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00251     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00252     16      d3t    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00253     16      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00254     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00255     16      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00256     16      Vrt    10.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00257     16      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00258     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00259     16      Vrt    10.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00260     16      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00261     16      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00262     16      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00263     16      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00264     16      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00265     16      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00266     16      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00267     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00268     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00269     16      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00270     16      VBt    10.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00271     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00272     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00273     16      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00274     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00275     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00276     16      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00277     16      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00278     16      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00279     16      d3t   -50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00280     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00281     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00282     16      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00283     16      VBt    10.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00284     16      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00285     16      d3t   -50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00286     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00287     16      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00288     16      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00289     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00290     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00291     16      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00292     16      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00293     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00294     16      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00295     16      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00296     16      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00297     16      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00298     16      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00299     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00300     16      dBs    10.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00301     16      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00302     16      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00303     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00304     16      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00305     16      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00306     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00307     16      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
